,SRS045739,SRS015217,SRS049896,SRS012849,SRS011529,SRS014459,SRS011134,SRS016517,SRS020233,SRS014313,SRS017821,SRS045645,SRS021948,SRS016095,SRS023176,SRS011452,SRS013476,SRS013639,SRS045713,SRS015854,SRS019787,SRS017191,SRS049900,SRS017521,SRS043667,SRS019910,SRS020869,SRS018984,SRS015133,SRS015190,SRS016267,SRS013158,SRS015065,SRS018133,SRS024388,SRS049959,SRS019030,SRS015264,SRS017247,SRS015960,SRS022713,SRS013098,SRS015431,SRS048164,SRS011405,SRS016989,SRS019161,SRS024075,SRS015782,SRS024009,SRS019601,SRS017307,SRS015794,SRS018351,SRS018427,SRS019267,SRS015578,SRS024132,SRS043001,SRS013638,SRS021153,SRS019068,SRS042284,SRS045528,SRS024265,SRS014923,SRS048870,SRS013521,SRS016203,SRS021484,SRS011239,SRS049164,SRS023583,SRS012273,SRS018575,SRS012902,SRS014287,SRS047044,SRS017916,SRS015369,SRS043411,SRS043701,SRS014235,SRS049712,SRS016438,SRS016753,SRS016495,SRS016335,SRS049402,SRS045004,SRS011084,SRS024663,SRS013687,SRS023971,SRS019685,SRS023829,SRS042628,SRS020622,SRS014613,SRS011302,SRS017701,SRS022524,SRS011586,SRS022137,SRS017103,SRS024435,SRS023914,SRS011271,SRS013951,SRS018656,SRS017433,SRS019582,SRS018817,SRS018313,SRS024331,SRS013800,SRS023346,SRS013215,SRS019968,SRS023526,SRS022071,SRS019397,SRS015663,SRS047014,SRS019381,SRS016585,SRS024549,SRS014979,SRS024625,SRS011061,SRS020328,SRS016018,SRS012969,SRS016954,SRS015890,SRS021219,SRS016437,SRS016056,SRS022609,SRS014683,SRS047210,SRS017209,SRS023352,SRS047219,SRS018300,SRS023617,SRS013234,SRS011306,SRS015057,SRS078182,SRS019327,SRS018969,SRS015174,SRS014271,SRS021496,SRS063932,SRS062761,SRS019045,SRS053854,SRS011140,SRS013502,SRS055495,SRS013164,SRS062544,SRS023958,SRS053603,SRS016002,SRS044486,SRS056622,SRS012279,SRS015272,SRS063193,SRS017713,SRS018739,SRS022621,SRS015209,SRS013879,SRS045715,SRS016037,SRS023835,SRS019974,SRS014888,SRS017007,SRS014573,SRS024318,SRS057539,SRS050244,SRS018439,SRS015893,SRS052227,SRS016342,SRS013705,SRS019071,SRS054687,SRS015644,SRS011086,SRS024081,SRS017439,SRS016740,SRS065278,SRS016501,SRS042131,SRS015537,SRS042910,SRS055426,SRS022530,SRS057692,SRS024375,SRS019607,SRS023557,SRS020334,SRS018357,SRS044662,SRS024637,SRS014470,SRS047824,SRS042643,SRS015941,SRS043663,SRS049389,SRS018791,SRS016319,SRS024580,SRS017808,SRS015038,SRS011243,SRS023926,SRS077736,SRS019894,SRS019219,SRS063288,SRS017120,SRS016225,SRS015434,SRS017076,SRS017533,SRS022143,SRS064774,SRS021954,SRS048411,SRS013818,SRS014124,SRS064423,SRS014684,SRS057205,SRS057791,SRS075404,SRS015797,SRS062540,SRS024138,SRS019022,SRS024015,SRS022077,SRS011115,SRS018591,SRS051791,SRS024441,SRS056323,SRS020220,SRS018145,SRS015762,SRS024277,SRS045127,SRS049147,SRS050669,SRS019122,SRS044373,SRS057355,SRS016569,SRS016086,SRS020856,SRS015395,SRS058336,SRS048791,SRS019389,SRS022719,SRS016529
k__Bacteria;p__Unknown;c__Unknown;o__Unknown;f__Unknown;g__Unknown;s__uncultured_bacterium_HHV35;t__Unknown,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
k__Bacteria;p__Unknown;c__Unknown;o__Unknown;f__Unknown;g__Unknown;s__uncultured_bacterium_pAKD4;t__Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Unknown;c__Unknown;o__Unknown;f__Unknown;g__Thermobaculum;s__Thermobaculum_terrenum;t__Thermobaculum_terrenum_ATCC_BAA-798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Acidobacterium;s__Acidobacterium_capsulatum;t__Acidobacterium_capsulatum_ATCC_51196,,2,,,,,,3,,,,,,,,,,,,,,1,,2,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,3,,1,,,,3,,,,,,,1,,,,,,,1,3,,2,,,,3,,,,,,1,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Candidatus_Koribacter;s__Candidatus_Koribacter_versatilis;t__Candidatus_Koribacter_versatilis_Ellin345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella;s__Granulicella_tundricola;t__Granulicella_tundricola_MP5ACTX9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__Terriglobus_roseus;t__Terriglobus_roseus_DSM_18391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus_Solibacter;s__Candidatus_Solibacter_usitatus;t__Candidatus_Solibacter_usitatus_Ellin6076,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Acidimicrobium;s__Acidimicrobium_ferrooxidans;t__Acidimicrobium_ferrooxidans_DSM_10331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,8,16,2,8,2,6,1,20,3,12,7,10,3,,2,11,14,6,2,,1,12,2,1,7,6,30,4,,2,3,5,3,,6,,8,14,9,16,10,,2,11,7,4,11,4,,14,3,13,1,4,,3,1,1,1,6,1,20,14,,,5,4,1,8,2,,3,4,10,,1,8,4,5,23,5,5,2,,3,6,17,4,,,7,21,2,7,5,10,27,21,,9,3,4,5,6,38,4,,4,14,7,13,12,2,1,10,5,5,2,4,1,2,16,,8,4,,23,2,1,4,7,9,6,1,2
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Ilumatobacter;s__Ilumatobacter_coccineus;t__Ilumatobacter_coccineus_YM16-304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Unknown;f__Unknown;g__Thermobispora;s__Thermobispora_bispora;t__Thermobispora_bispora_DSM_43833,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Acidothermales;f__Acidothermaceae;g__Acidothermus;s__Acidothermus_cellulolyticus;t__Acidothermus_cellulolyticus_11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium;s__Arcanobacterium_haemolyticum;t__Arcanobacterium_haemolyticum_DSM_20595,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,2,,,,,,,,34,7,239,67,75,95,25,27,70,176,36,77,100,51,23,70,26,104,47,23,28,2,2,38,3,25,48,42,74,61,58,17,79,101,40,246,6,15,13,61,37,45,24,38,49,167,236,15,93,6,19,120,131,209,14,95,55,92,21,112,4,77,1,377,8,,3,10,101,107,325,37,,43,73,191,68,117,24,30,156,145,55,67,67,7,188,18,219,54,,124,23,325,10,66,182,45,285,145,5,53,50,124,22,72,382,7,4,33,130,107,42,53,53,35,47,364,140,22,43,41,16,69,14,43,22,36,203,21,37,15,23,246,6,3,7
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__Mobiluncus_curtisii;t__Mobiluncus_curtisii_ATCC_43063,3,83,34,22,17,95,35,819,161,13,23,9,35,51,2,14,21,216,21,65,7,23,29,170,2,13,80,53,40,37,7,1,157,2,32,254,51,9,9,31,,185,108,8,19,24,85,23,30,49,63,17,35,91,164,17,42,24,35,97,26,129,21,142,44,55,29,7,24,218,72,23,12,162,28,12,32,4,34,2,21,17,88,26,11,4,646,99,199,43,381,26,17,5,50,14,175,19,31,513,13,1,80,20,17,71,38,21,169,22,51,157,68,19,8,13,27,8,110,28,89,16,62,78,25,3,11,130,18,10,116,57,45,11,24,15,7,39,12,50,159,10,186,847,65,1084,28,253,196,792,159,111,830,663,268,16,61,124,79,33,43,8,22,262,36,275,132,129,180,248,65,34,33,531,46,93,63,18,133,854,90,132,112,92,71,155,946,60,182,46,16,176,75,1139,25,196,59,207,50,149,9,78,25,123,33,,29,51,216,35,118,61,2,88,288,438,108,83,42,61,129,193,97,97,80,9,1779,30,1351,87,1,130,54,168,33,118,187,88,1303,295,21,92,96,162,99,466,4226,82,11,64,159,151,138,863,336,302,106,205,107,37,92,462,42,339,56,476,45,60,182,45,46,31,72,178,20,2,20
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Trueperella;s__Trueperella_pyogenes;t__Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_adolescentis;t__Bifidobacterium_adolescentis_ATCC_15703,2690,,8732,12783,2607,237,481,5567,11289,2,148,91,1838,2,30,,6665,33726,451,624,,149,894,4417,4191,39,22502,124,20068,1,2,21,1370,9,,1,4517,9,101,,,8375,1708,11,114,493,872,487,193,222,5,27,7,46505,12,2,13244,6692,,6937,11,1976,1,10264,,1421,7,1003,,68,10352,212,2,7213,501,229,,1,,107,,189,,403,22,433,1662,377,6670,791,17,11,,60,,154,1,72,235,1398,569,12,19,598,76249,313,1,2424,1781,804,823,691,,629,9167,376,,80,2472,11506,62523,19,1487,613,2898,392,20,7314,37,,16099,,12209,,143,14,10,37,21,3739,,,13,4,,11,5,1,5,12,2,4,6,1,4,,,7,,,19,,3,2,4,6,,5,16,5,5,7,5,10,1,16,,,3,,8,3,8,5,12,8,11,,1,2,,16,1,7,2,10,3,1,1,2,,3,1,6,,,,,13,7,18,6,,1,5,19,1,1,,,7,19,7,9,3,3,8,1,3,3,,6,,6,,4,11,2,30,2,,3,3,2,,9,,,,7,5,18,17,8,4,1,4,,9,3,1,1,,8,,5,1,3,16,1,12,2,,1,1,,1
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_animalis;t__Bifidobacterium_animalis_subsp._animalis_ATCC_25527,2,2,,,,,,,1,1,,,,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,2,,,1,,,,,1,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_animalis;t__Bifidobacterium_animalis_subsp._lactis_AD011,8,,5,8,2,,,11,14,,,1,2,,,,4,21,1,,,,,2,5,1,128,,12,,,,1,,,,5,,2,,,9,,,1,,1,4,,,,,,4,,,7,5,,3,,1,,12,,2,,,,,3,,,3,,2,,,,,,,,2,2,1,2,,2,2,,,,1,,1,,1,,,1,,,,51,1,,,1,7,,,,5,2,,,,1,13,31,,,,1,,,4,,,13,,12,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_animalis;t__Bifidobacterium_animalis_subsp._lactis_ATCC_27673,,32,55,138,14,,2,1,1,,,,,,,,1,,,8,,1,,10,15,,,,3,,,,,,,2,4,1,,,,1,3,,,1,12,,21,,,1,3,2,,,6,,,1,,4,,,,34,,,4,,,,,62,6,,,1,1,,,,11,17,,1,,1,4,1,1,,,,10,,,,4,14,,,,,6,,2,,28,6,2,,2,,4,,,,1,1,22,1,3,2,,,,,,,13,,,,1,,,,2,,28,,2,3,2,,,,1,,,,25,4,,,,9,2,,,,,,1,,,5,52,,6,,,,1,1,,,,1,1,1,1,,11,,,,1,4,,4,,,,,,1,1,,2,,,,,,,,,,3,2,,,1,7,8,1,,,8,15,,,,,3,,3,,,16,,,,,1,1,4,4,,,,16,,,7,,3,,31,,,4,,,,,,,2,,,,,,,,,5,,11,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_asteroides;t__Bifidobacterium_asteroides_PRL2011,11,,11,9,1,,1,12,9,,,,1,,,,4,26,,1,,,,9,5,,17,,22,,,1,3,,,1,3,,2,,,10,1,,1,,2,5,2,,2,,,6,,,9,6,,3,,3,,8,,3,,,,,8,,,12,,,,,,1,,,1,4,,2,4,,5,2,,,,,,,,1,,2,,,,,62,2,,,1,4,2,1,,5,3,,,4,3,8,55,,4,,2,,,8,,,19,,9,,1,,,,,8,2,,1,1,,,1,,2,1,,,1,2,,1,,,,,,,,,,,,5,,1,5,,,,,,,1,,1,,,,,1,,,,,,,1,,,,,,,1,,1,,,1,,,,,,,,,,,,,1,,,,4,,1,,,,,,,1,,,,1,,,2,1,,2,,1,,,,1,,,,,,,2,,,2,,,,,,,,,,,,,1,,,,1,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_bifidum;t__Bifidobacterium_bifidum_BGN4,236,954,46,478,67,2485,13,318,463,22,2,39,263,3,140,100,327,46,111,160,21,415,92,865,247,109,353,8,536,9,63,66,3958,15,28,493,149,67,84,13,10,106,581,118,79,675,275,1342,14,313,19,214,121,575,114,5,546,173,342,9,19,1188,306,716,4,84,34,75,22,13,70,64,9,1594,11,43,203,,730,24,12,86,828,277,38,44,110,333,296,304,10,202,414,39,448,37,168,11,39,1,20,,85,580,277,16,999,25,866,12,265,197,69,70,105,4,190,41,112,136,1306,17,90,240,84,7,28,35,124,6,611,23,31,264,9,100,20,114,26,928,278,12,146,179,77,77,23,46,116,178,53,65,236,137,53,,12,214,32,1,8,1,8,156,2,121,8,72,155,177,135,45,,183,7,158,11,17,53,152,43,139,141,131,41,251,213,46,131,11,3,220,147,89,12,20,44,33,33,216,2,123,,80,10,,,7,100,17,171,27,,83,162,350,131,85,16,32,450,321,5,83,110,6,76,15,236,140,,47,45,308,33,237,100,21,170,270,,44,165,332,103,120,250,43,,23,233,393,68,225,139,24,83,95,99,5,117,14,6,47,13,33,,32,292,74,11,10,65,187,9,1,5
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_bifidum;t__Bifidobacterium_bifidum_PRL2010,15,539,300,53,124,68,27,364,38,93,45,1,75,27,4,4,245,560,63,44,15,27,50,60,164,28,133,14,439,11,2,57,139,8,298,546,80,28,15,227,1,53,105,6,41,37,1915,17,227,81,29,43,36,375,397,3,115,328,385,209,,140,11,355,46,1415,83,48,16,36,67,15,4,505,68,10,10,30,15,,11,23,67,256,4,6,182,137,25,62,106,28,,25,58,5,298,17,80,74,18,,67,11,332,37,234,93,2130,15,143,50,96,24,64,4,1,1,164,69,507,7,95,54,71,7,3,1598,14,11,724,114,137,9,5,1,1,11,14,178,,,2,34,,1,,1,1,,,3,,26,3,,,,3,,,,,33,,,,1,9,2,,,,9,2,3,2,,1,,2,,1,5,,,1,1,1,,,5,,,,,4,1,,6,,,,,,,,,,,,,,,1,6,,,,1,3,1,,1,1,,1,,,,,,,,,1,,18,,4,,,4,,,4,1,2,,1,,1,2,17,,,2,,1,,,1,1,,1,,2,,,,,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_bifidum;t__Bifidobacterium_bifidum_S17,17,,18,19,1,,,192,4,11,,4,38,,,1,2,45,32,2,1,,74,1,196,,49,,2,,1,62,3,1,,,63,,,,,12,13,6,,22,31,,,,,,19,58,,,,6,,17,,14,,395,,82,,18,,,26,,,18,3,4,,,,1,,,,415,,11,70,1,1,16,,,,22,,,2,,56,1,2,,,2,133,,,6,27,37,33,6,33,16,24,,,1,21,18,112,,1,,,3,,3,1,,277,,14,,,,,,,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_breve;t__Bifidobacterium_breve_ACS-071-V-Sch8b,91,3485,220,92,189,1004,358,3994,2293,110,201,21,285,377,160,48,247,625,124,182,100,477,293,1045,34,228,626,470,971,89,248,111,1999,45,391,101,164,130,84,339,13,514,386,475,136,135,468,400,106,103,2117,111,293,131,237,47,417,805,82,157,37,726,396,1823,13,988,140,94,208,248,285,76,28,1889,81,61,539,19,265,27,70,162,304,1358,67,108,3883,217,574,144,1192,91,35,91,174,81,665,80,791,399,71,,572,223,273,136,49,198,801,258,236,131,222,1039,163,28,86,54,151,210,236,169,471,217,374,9,27,1831,93,25,244,134,163,191,341,66,33,61,76,149,,,,11,1,,,,1,,,,,16,,,1,,,,,,,31,1,,,8,,,7,,,,,,,,,,,,,,,9,,,,,,1,,,,1,,,,,,,,,,,,,7,,5,,,,,,11,1,,,,1,,3,,,,,,,,,,1,,1,,,,1,,,,,1,,,,,,,,,,1,,1,,,,1,,1,,,1,,,,,,,1,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_breve;t__Bifidobacterium_breve_UCC2003,15,,15,17,1,,,1032,16,46,,7,17,,9,8,9,44,3,5,3,1,13,38,25,,94,18,13,2,20,103,1,63,,1,19,2,5,,5,56,5,34,,1,6,16,2,,1072,,1,76,22,,14,14,,10,,7,,63,1,12,,3,,,24,,15,97,7,12,,,,,2,2,1,12,,34,422,1,133,15,,,,54,1,1,,2,3,3,10,,,1,160,,,1,15,50,10,1,3,87,9,2,,21,11,13,281,1,6,1,24,,,6,4,,95,,12,1,16,,,,,45,,,,17,,,,,,,,,,19,,,,,,1,1,,,38,,,,10,,,7,,,,1,,,,,,,,,,,5,,,,,,,,,,1,,,,,,,,,,,,,5,,11,,,,,,14,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,1,,1,,,,,,,,,,,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_catenulatum;t__Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_dentium;t__Bifidobacterium_dentium_Bd1,58,,20,39,9,1,1,121,43,1,248,3,5,,5,,17,89,2,3,,,2,10,42,2,64,20,42,,,9,4,2,,,27,11,10,,,9,21,,1,4,4,63,1,,,2,1,130,2,,39,67,,17,,2,,94,,11,2,5,1,1,15,1,,18,24,25,,,,1,,1,,77,,43,30,,26,18,4,21,6,20,,7,,3,1,3,28,,3,,265,6,13,5,7,90,18,14,2,178,30,2,,28,1,30,134,,9,,17,3,2,20,4,,153,,28,,23,5,,1,1,31,,,1,3,,,16,,,,,,,3,1,,,5,,,72,,,2,,,,93,,,28,,,1,,,,,,,14,,37,,,,,,,,7,20,,13,,2,,5,,,,,,,2,,,,,,1,,,,,,,,,,,,,345,,,9,,1,,,,,,,,,,,,3,,,,,1,,,7,7,4,,,29,3,4,,1,,,,,1,,,1,,,15,,,4,,1,,,
